,Date,Confirmed,Deaths,Mortality Rate
MS Zaandam,03-29-2020,2.0,0.0,0.0
Belize,03-29-2020,2.0,0.0,0.0
Guinea-Bissau,03-29-2020,2.0,0.0,0.0
Saint Vincent and the Grenadines,03-29-2020,1.0,0.0,0.0
Papua New Guinea,03-29-2020,1.0,0.0,0.0
Zambia,03-29-2020,29.0,0.0,0.0
Jamaica,03-29-2020,32.0,1.0,3.125
Timor-Leste,03-29-2020,1.0,0.0,0.0
Uganda,03-29-2020,33.0,0.0,0.0
Paraguay,03-29-2020,59.0,3.0,5.084745762711865
Guatemala,03-29-2020,34.0,1.0,2.941176470588235
Madagascar,03-29-2020,39.0,0.0,0.0
Liechtenstein,03-29-2020,56.0,0.0,0.0
Kenya,03-29-2020,42.0,1.0,2.380952380952381
Monaco,03-29-2020,46.0,1.0,2.1739130434782608
Barbados,03-29-2020,33.0,0.0,0.0
Bangladesh,03-29-2020,48.0,5.0,10.416666666666668
Burma,03-30-2020,14.0,0.0,0.0
Bahamas,03-30-2020,14.0,0.0,0.0
Eritrea,03-30-2020,12.0,0.0,0.0
Equatorial Guinea,03-30-2020,12.0,0.0,0.0
Namibia,03-30-2020,11.0,0.0,0.0
Dominica,03-30-2020,11.0,0.0,0.0
Syria,03-30-2020,10.0,2.0,20.0
Grenada,03-30-2020,9.0,0.0,0.0
Eswatini,03-30-2020,9.0,0.0,0.0
Haiti,03-30-2020,15.0,0.0,0.0
Saint Lucia,03-30-2020,9.0,0.0,0.0
Mongolia,03-30-2020,12.0,0.0,0.0
Maldives,03-30-2020,17.0,0.0,0.0
Uganda,03-30-2020,33.0,0.0,0.0
Congo (Brazzaville),03-30-2020,19.0,0.0,0.0
Tanzania,03-30-2020,19.0,0.0,0.0
Ethiopia,03-30-2020,23.0,0.0,0.0
Mali,03-30-2020,25.0,2.0,8.0
Niger,03-30-2020,27.0,3.0,11.11111111111111
Togo,03-30-2020,30.0,1.0,3.3333333333333335
El Salvador,03-30-2020,30.0,0.0,0.0
Barbados,03-30-2020,33.0,0.0,0.0
Zambia,03-30-2020,35.0,0.0,0.0
Guatemala,03-30-2020,36.0,1.0,2.7777777777777777
Jamaica,03-30-2020,36.0,1.0,2.7777777777777777
Suriname,03-30-2020,8.0,0.0,0.0
Madagascar,03-30-2020,43.0,0.0,0.0
Djibouti,03-30-2020,18.0,0.0,0.0
Laos,03-30-2020,8.0,0.0,0.0
Gambia,03-30-2020,4.0,1.0,25.0
Libya,03-30-2020,8.0,0.0,0.0
Bangladesh,03-30-2020,49.0,5.0,10.204081632653061
Saint Vincent and the Grenadines,03-30-2020,1.0,0.0,0.0
Papua New Guinea,03-30-2020,1.0,0.0,0.0
Timor-Leste,03-30-2020,1.0,0.0,0.0
MS Zaandam,03-30-2020,2.0,0.0,0.0
Central African Republic,03-30-2020,3.0,0.0,0.0
Liberia,03-30-2020,3.0,0.0,0.0
Somalia,03-30-2020,3.0,0.0,0.0
Botswana,03-30-2020,3.0,0.0,0.0
Belize,03-30-2020,3.0,0.0,0.0
Nicaragua,03-30-2020,4.0,1.0,25.0
Bhutan,03-30-2020,4.0,0.0,0.0
Chad,03-30-2020,5.0,0.0,0.0
Seychelles,03-30-2020,8.0,0.0,0.0
Fiji,03-30-2020,5.0,0.0,0.0
Mauritania,03-30-2020,5.0,1.0,20.0
Benin,03-30-2020,6.0,0.0,0.0
Holy See,03-30-2020,6.0,0.0,0.0
Cabo Verde,03-30-2020,6.0,1.0,16.666666666666664
Sudan,03-30-2020,6.0,2.0,33.33333333333333
Gabon,03-30-2020,7.0,1.0,14.285714285714285
Saint Kitts and Nevis,03-30-2020,7.0,0.0,0.0
Angola,03-30-2020,7.0,2.0,28.57142857142857
Antigua and Barbuda,03-30-2020,7.0,0.0,0.0
Zimbabwe,03-30-2020,7.0,1.0,14.285714285714285
Mozambique,03-30-2020,8.0,0.0,0.0
Guyana,03-30-2020,8.0,1.0,12.5
Guinea-Bissau,03-30-2020,8.0,0.0,0.0
Nepal,03-30-2020,5.0,0.0,0.0
Monaco,03-30-2020,49.0,1.0,2.0408163265306123
Guinea,03-30-2020,22.0,0.0,0.0
Liechtenstein,03-30-2020,62.0,0.0,0.0
Japan,03-30-2020,1866.0,54.0,2.8938906752411575
Russia,03-30-2020,1836.0,9.0,0.49019607843137253
Pakistan,03-30-2020,1717.0,21.0,1.22306348281887
Philippines,03-30-2020,1546.0,78.0,5.045278137128072
Thailand,03-30-2020,1524.0,9.0,0.5905511811023622
Saudi Arabia,03-30-2020,1453.0,8.0,0.5505849965588437
Indonesia,03-30-2020,1414.0,122.0,8.628005657708627
Finland,03-30-2020,1352.0,13.0,0.9615384615384616
South Africa,03-30-2020,1326.0,3.0,0.22624434389140274
India,03-30-2020,1251.0,32.0,2.5579536370903275
Greece,03-30-2020,1212.0,43.0,3.5478547854785476
Iceland,03-30-2020,1086.0,2.0,0.1841620626151013
Mexico,03-30-2020,993.0,20.0,2.014098690835851
Panama,03-30-2020,989.0,24.0,2.4266936299292214
Peru,03-30-2020,950.0,24.0,2.526315789473684
Dominican Republic,03-30-2020,901.0,42.0,4.661487236403995
Singapore,03-30-2020,879.0,3.0,0.3412969283276451
Argentina,03-30-2020,820.0,23.0,2.804878048780488
Colombia,03-30-2020,798.0,12.0,1.5037593984962405
Croatia,03-30-2020,790.0,6.0,0.7594936708860759
Serbia,03-30-2020,785.0,16.0,2.038216560509554
Slovenia,03-30-2020,756.0,11.0,1.455026455026455
Estonia,03-30-2020,715.0,3.0,0.4195804195804196
Diamond Princess,03-30-2020,712.0,10.0,1.4044943820224718
Qatar,03-30-2020,693.0,1.0,0.1443001443001443
Ecuador,03-30-2020,1962.0,60.0,3.058103975535168
Luxembourg,03-30-2020,1988.0,22.0,1.1066398390342052
Poland,03-30-2020,2055.0,31.0,1.508515815085158
Romania,03-30-2020,2109.0,65.0,3.0820293978188715
US,03-30-2020,161831.0,2978.0,1.8401913106883105
Italy,03-30-2020,101739.0,11591.0,11.392877854116907
Spain,03-30-2020,87956.0,7716.0,8.772568102232935
China,03-30-2020,82198.0,3308.0,4.0244288182194214
Germany,03-30-2020,66885.0,645.0,0.9643417806683112
France,03-30-2020,45170.0,3030.0,6.70799203010848
Iran,03-30-2020,41495.0,2757.0,6.644173996867092
United Kingdom,03-30-2020,22453.0,1411.0,6.284238186433884
Switzerland,03-30-2020,15922.0,359.0,2.2547418665996735
Belgium,03-30-2020,11899.0,513.0,4.311286662744768
Netherlands,03-30-2020,11817.0,865.0,7.319962765507319
Turkey,03-30-2020,10827.0,168.0,1.5516763646439458
Egypt,03-30-2020,656.0,41.0,6.25
"Korea, South",03-30-2020,9661.0,158.0,1.6354414656867817
Canada,03-30-2020,7398.0,80.0,1.0813733441470668
Portugal,03-30-2020,6408.0,140.0,2.184769038701623
Israel,03-30-2020,4695.0,16.0,0.3407880724174654
Brazil,03-30-2020,4579.0,159.0,3.4723738807599913
Norway,03-30-2020,4445.0,32.0,0.7199100112485939
Australia,03-30-2020,4361.0,17.0,0.3898188488878697
Sweden,03-30-2020,4028.0,146.0,3.624627606752731
Czechia,03-30-2020,3001.0,23.0,0.7664111962679107
Ireland,03-30-2020,2910.0,54.0,1.8556701030927836
Denmark,03-30-2020,2755.0,77.0,2.79491833030853
Malaysia,03-30-2020,2626.0,37.0,1.408987052551409
Kenya,03-30-2020,50.0,1.0,2.0
Austria,03-30-2020,9618.0,108.0,1.122894572676232
Iraq,03-30-2020,630.0,46.0,7.301587301587302
Chile,03-30-2020,2449.0,8.0,0.32666394446712943
New Zealand,03-30-2020,589.0,1.0,0.1697792869269949
Cuba,03-30-2020,170.0,4.0,2.3529411764705883
Cote d'Ivoire,03-30-2020,168.0,1.0,0.5952380952380952
Senegal,03-30-2020,162.0,0.0,0.0
Malta,03-30-2020,156.0,0.0,0.0
Ghana,03-30-2020,152.0,5.0,3.289473684210526
Belarus,03-30-2020,152.0,0.0,0.0
Uzbekistan,03-30-2020,149.0,2.0,1.342281879194631
Honduras,03-30-2020,139.0,7.0,5.0359712230215825
Cameroon,03-30-2020,139.0,6.0,4.316546762589928
Venezuela,03-30-2020,135.0,3.0,2.2222222222222223
Nigeria,03-30-2020,131.0,2.0,1.5267175572519083
Mauritius,03-30-2020,128.0,3.0,2.34375
Sri Lanka,03-30-2020,122.0,2.0,1.639344262295082
West Bank and Gaza,03-30-2020,116.0,1.0,0.8620689655172413
Cambodia,03-30-2020,107.0,0.0,0.0
Georgia,03-30-2020,103.0,0.0,0.0
Bolivia,03-30-2020,97.0,4.0,4.123711340206185
Kosovo,03-30-2020,94.0,1.0,1.0638297872340425
Kyrgyzstan,03-30-2020,94.0,0.0,0.0
Montenegro,03-30-2020,91.0,1.0,1.098901098901099
Trinidad and Tobago,03-30-2020,82.0,3.0,3.6585365853658534
Congo (Kinshasa),03-30-2020,81.0,8.0,9.876543209876543
Rwanda,03-30-2020,70.0,0.0,0.0
Paraguay,03-30-2020,64.0,3.0,4.6875
United Arab Emirates,03-30-2020,611.0,5.0,0.8183306055646482
Afghanistan,03-30-2020,170.0,4.0,2.3529411764705883
Oman,03-30-2020,179.0,0.0,0.0
Brunei,03-30-2020,127.0,1.0,0.7874015748031495
Albania,03-30-2020,223.0,11.0,4.932735426008969
Algeria,03-30-2020,584.0,35.0,5.993150684931506
Vietnam,03-30-2020,203.0,0.0,0.0
Morocco,03-30-2020,556.0,33.0,5.935251798561151
Ukraine,03-30-2020,548.0,13.0,2.3722627737226274
Bahrain,03-30-2020,515.0,4.0,0.7766990291262136
Lithuania,03-30-2020,491.0,7.0,1.4256619144602851
Armenia,03-30-2020,482.0,3.0,0.6224066390041494
Hungary,03-30-2020,447.0,15.0,3.3557046979865772
Latvia,03-30-2020,376.0,0.0,0.0
Andorra,03-30-2020,370.0,8.0,2.1621621621621623
Bosnia and Herzegovina,03-30-2020,368.0,10.0,2.717391304347826
Bulgaria,03-30-2020,359.0,8.0,2.2284122562674096
Slovakia,03-30-2020,336.0,0.0,0.0
Lebanon,03-30-2020,446.0,11.0,2.4663677130044843
Costa Rica,03-30-2020,330.0,2.0,0.6060606060606061
San Marino,03-30-2020,230.0,25.0,10.869565217391305
Burkina Faso,03-30-2020,246.0,12.0,4.878048780487805
Kuwait,03-30-2020,266.0,0.0,0.0
Jordan,03-30-2020,268.0,5.0,1.8656716417910446
Azerbaijan,03-30-2020,273.0,4.0,1.465201465201465
North Macedonia,03-30-2020,285.0,7.0,2.456140350877193
Cyprus,03-30-2020,230.0,7.0,3.0434782608695654
Kazakhstan,03-30-2020,302.0,1.0,0.33112582781456956
Taiwan*,03-30-2020,306.0,5.0,1.6339869281045754
Uruguay,03-30-2020,310.0,1.0,0.3225806451612903
Tunisia,03-30-2020,312.0,8.0,2.564102564102564
Moldova,03-30-2020,298.0,2.0,0.6711409395973155
Gabon,03-31-2020,16.0,1.0,6.25
Burma,03-31-2020,15.0,1.0,6.666666666666667
Haiti,03-31-2020,15.0,0.0,0.0
Eritrea,03-31-2020,15.0,0.0,0.0
Bahamas,03-31-2020,14.0,0.0,0.0
Saint Lucia,03-31-2020,13.0,0.0,0.0
Equatorial Guinea,03-31-2020,12.0,0.0,0.0
Guyana,03-31-2020,12.0,2.0,16.666666666666664
Mongolia,03-31-2020,12.0,0.0,0.0
Namibia,03-31-2020,11.0,0.0,0.0
Libya,03-31-2020,10.0,0.0,0.0
Seychelles,03-31-2020,10.0,0.0,0.0
Dominica,03-31-2020,12.0,0.0,0.0
Maldives,03-31-2020,18.0,0.0,0.0
Guatemala,03-31-2020,38.0,1.0,2.631578947368421
Tanzania,03-31-2020,19.0,1.0,5.263157894736842
Guinea,03-31-2020,22.0,0.0,0.0
Ethiopia,03-31-2020,26.0,0.0,0.0
Niger,03-31-2020,27.0,3.0,11.11111111111111
Mali,03-31-2020,28.0,2.0,7.142857142857142
Djibouti,03-31-2020,30.0,0.0,0.0
El Salvador,03-31-2020,32.0,1.0,3.125
Barbados,03-31-2020,34.0,0.0,0.0
Togo,03-31-2020,34.0,1.0,2.941176470588235
Zambia,03-31-2020,35.0,0.0,0.0
Jamaica,03-31-2020,36.0,1.0,2.7777777777777777
Uganda,03-31-2020,44.0,0.0,0.0
Syria,03-31-2020,10.0,2.0,20.0
Congo (Brazzaville),03-31-2020,19.0,0.0,0.0
Benin,03-31-2020,9.0,0.0,0.0
Sierra Leone,03-31-2020,1.0,0.0,0.0
Grenada,03-31-2020,9.0,0.0,0.0
Bangladesh,03-31-2020,51.0,5.0,9.803921568627452
Saint Vincent and the Grenadines,03-31-2020,1.0,0.0,0.0
Papua New Guinea,03-31-2020,1.0,0.0,0.0
Timor-Leste,03-31-2020,1.0,0.0,0.0
MS Zaandam,03-31-2020,2.0,0.0,0.0
Burundi,03-31-2020,2.0,0.0,0.0
Liberia,03-31-2020,3.0,0.0,0.0
Central African Republic,03-31-2020,3.0,0.0,0.0
Belize,03-31-2020,3.0,0.0,0.0
Gambia,03-31-2020,4.0,1.0,25.0
Botswana,03-31-2020,4.0,1.0,25.0
Bhutan,03-31-2020,4.0,0.0,0.0
Nepal,03-31-2020,5.0,0.0,0.0
Somalia,03-31-2020,5.0,0.0,0.0
Nicaragua,03-31-2020,5.0,1.0,20.0
Fiji,03-31-2020,5.0,0.0,0.0
Mauritania,03-31-2020,6.0,1.0,16.666666666666664
Holy See,03-31-2020,6.0,0.0,0.0
Cabo Verde,03-31-2020,6.0,1.0,16.666666666666664
Chad,03-31-2020,7.0,0.0,0.0
Antigua and Barbuda,03-31-2020,7.0,0.0,0.0
Sudan,03-31-2020,7.0,2.0,28.57142857142857
Angola,03-31-2020,7.0,2.0,28.57142857142857
Guinea-Bissau,03-31-2020,8.0,0.0,0.0
Mozambique,03-31-2020,8.0,0.0,0.0
Saint Kitts and Nevis,03-31-2020,8.0,0.0,0.0
Zimbabwe,03-31-2020,8.0,1.0,12.5
Laos,03-31-2020,9.0,0.0,0.0
Eswatini,03-31-2020,9.0,0.0,0.0
Suriname,03-31-2020,9.0,0.0,0.0
Monaco,03-31-2020,52.0,1.0,1.9230769230769231
Kuwait,03-31-2020,289.0,0.0,0.0
Kenya,03-31-2020,59.0,1.0,1.694915254237288
Ireland,03-31-2020,3235.0,71.0,2.1947449768160743
Czechia,03-31-2020,3308.0,31.0,0.9371221281741233
Sweden,03-31-2020,4435.0,180.0,4.058624577226606
Australia,03-31-2020,4559.0,18.0,0.394823426189954
Norway,03-31-2020,4641.0,39.0,0.8403361344537815
Israel,03-31-2020,5358.0,20.0,0.3732736095558044
Brazil,03-31-2020,5717.0,201.0,3.5158299807591393
Portugal,03-31-2020,7443.0,160.0,2.149670831653903
Canada,03-31-2020,8527.0,101.0,1.18447285094406
"Korea, South",03-31-2020,9786.0,162.0,1.655426118945432
Austria,03-31-2020,10180.0,128.0,1.2573673870333988
Netherlands,03-31-2020,12667.0,1040.0,8.21031025499329
Belgium,03-31-2020,12775.0,705.0,5.518590998043052
Turkey,03-31-2020,13531.0,214.0,1.5815534698100657
Switzerland,03-31-2020,16605.0,433.0,2.6076482987052096
United Kingdom,03-31-2020,25481.0,1793.0,7.036615517444371
Iran,03-31-2020,44605.0,2898.0,6.497029480999888
France,03-31-2020,52827.0,3532.0,6.68597497491813
Germany,03-31-2020,71808.0,775.0,1.0792669340463457
China,03-31-2020,82279.0,3309.0,4.021682324773028
Spain,03-31-2020,95923.0,8464.0,8.823744044702522
Italy,03-31-2020,105792.0,12428.0,11.747580157289777
US,03-31-2020,188172.0,3873.0,2.0582233275939035
Algeria,03-31-2020,716.0,44.0,6.145251396648044
Diamond Princess,03-31-2020,712.0,10.0,1.4044943820224718
Denmark,03-31-2020,3039.0,90.0,2.9615004935834155
Malaysia,03-31-2020,2766.0,43.0,1.554591467823572
Chile,03-31-2020,2738.0,12.0,0.4382761139517896
Poland,03-31-2020,2311.0,33.0,1.4279532669839896
Estonia,03-31-2020,745.0,4.0,0.5369127516778524
Qatar,03-31-2020,781.0,2.0,0.2560819462227913
Slovenia,03-31-2020,802.0,15.0,1.8703241895261846
Croatia,03-31-2020,867.0,6.0,0.6920415224913495
Serbia,03-31-2020,900.0,16.0,1.7777777777777777
Colombia,03-31-2020,906.0,16.0,1.7660044150110374
Singapore,03-31-2020,926.0,3.0,0.32397408207343414
Argentina,03-31-2020,1054.0,27.0,2.5616698292220113
Peru,03-31-2020,1065.0,30.0,2.8169014084507045
Mexico,03-31-2020,1094.0,28.0,2.5594149908592323
Dominican Republic,03-31-2020,1109.0,51.0,4.598737601442742
Iceland,03-31-2020,1135.0,2.0,0.1762114537444934
Egypt,03-31-2020,710.0,46.0,6.478873239436619
Panama,03-31-2020,1181.0,30.0,2.5402201524132093
South Africa,03-31-2020,1353.0,5.0,0.36954915003695493
India,03-31-2020,1397.0,35.0,2.505368647100931
Finland,03-31-2020,1418.0,17.0,1.1988716502115657
Indonesia,03-31-2020,1528.0,136.0,8.900523560209423
Saudi Arabia,03-31-2020,1563.0,10.0,0.6397952655150352
Thailand,03-31-2020,1651.0,10.0,0.6056935190793459
Pakistan,03-31-2020,1938.0,26.0,1.3415892672858616
Japan,03-31-2020,1953.0,56.0,2.867383512544803
Philippines,03-31-2020,2084.0,88.0,4.222648752399232
Luxembourg,03-31-2020,2178.0,23.0,1.0560146923783287
Ecuador,03-31-2020,2240.0,75.0,3.3482142857142856
Romania,03-31-2020,2245.0,82.0,3.652561247216036
Greece,03-31-2020,1314.0,49.0,3.7290715372907153
Iraq,03-31-2020,694.0,50.0,7.204610951008646
Russia,03-31-2020,2337.0,17.0,0.727428326914848
New Zealand,03-31-2020,647.0,1.0,0.1545595054095827
Cote d'Ivoire,03-31-2020,179.0,1.0,0.5586592178770949
Senegal,03-31-2020,175.0,0.0,0.0
Afghanistan,03-31-2020,174.0,4.0,2.2988505747126435
Uzbekistan,03-31-2020,172.0,2.0,1.1627906976744187
Malta,03-31-2020,169.0,0.0,0.0
Ghana,03-31-2020,161.0,5.0,3.1055900621118013
Belarus,03-31-2020,152.0,1.0,0.6578947368421052
Mauritius,03-31-2020,143.0,5.0,3.4965034965034967
Sri Lanka,03-31-2020,143.0,2.0,1.3986013986013985
Honduras,03-31-2020,141.0,7.0,4.964539007092199
Nigeria,03-31-2020,135.0,2.0,1.4814814814814816
Brunei,03-31-2020,129.0,1.0,0.7751937984496124
West Bank and Gaza,03-31-2020,119.0,1.0,0.8403361344537815
Kosovo,03-31-2020,112.0,1.0,0.8928571428571428
Georgia,03-31-2020,110.0,0.0,0.0
Montenegro,03-31-2020,109.0,2.0,1.834862385321101
Cambodia,03-31-2020,109.0,0.0,0.0
Bolivia,03-31-2020,107.0,6.0,5.607476635514018
Kyrgyzstan,03-31-2020,107.0,0.0,0.0
Congo (Kinshasa),03-31-2020,98.0,8.0,8.16326530612245
Trinidad and Tobago,03-31-2020,87.0,3.0,3.4482758620689653
Rwanda,03-31-2020,75.0,0.0,0.0
Liechtenstein,03-31-2020,68.0,0.0,0.0
Paraguay,03-31-2020,65.0,3.0,4.615384615384616
United Arab Emirates,03-31-2020,664.0,6.0,0.9036144578313252
Cuba,03-31-2020,186.0,6.0,3.225806451612903
Oman,03-31-2020,192.0,1.0,0.5208333333333333
Venezuela,03-31-2020,135.0,3.0,2.2222222222222223
Bulgaria,03-31-2020,399.0,8.0,2.0050125313283207
Ukraine,03-31-2020,645.0,17.0,2.635658914728682
Cameroon,03-31-2020,193.0,6.0,3.1088082901554404
Morocco,03-31-2020,617.0,36.0,5.834683954619125
Bahrain,03-31-2020,567.0,4.0,0.7054673721340388
Lithuania,03-31-2020,537.0,8.0,1.48975791433892
Armenia,03-31-2020,532.0,3.0,0.5639097744360901
Hungary,03-31-2020,492.0,16.0,3.2520325203252036
Lebanon,03-31-2020,470.0,12.0,2.553191489361702
Bosnia and Herzegovina,03-31-2020,420.0,13.0,3.0952380952380953
Latvia,03-31-2020,398.0,0.0,0.0
Tunisia,03-31-2020,394.0,10.0,2.5380710659898478
Andorra,03-31-2020,376.0,12.0,3.1914893617021276
Moldova,03-31-2020,353.0,4.0,1.13314447592068
Slovakia,03-31-2020,363.0,0.0,0.0
Costa Rica,03-31-2020,347.0,2.0,0.5763688760806917
Vietnam,03-31-2020,212.0,0.0,0.0
San Marino,03-31-2020,236.0,26.0,11.016949152542372
Albania,03-31-2020,243.0,15.0,6.172839506172839
Burkina Faso,03-31-2020,261.0,14.0,5.363984674329502
Cyprus,03-31-2020,262.0,8.0,3.0534351145038165
Madagascar,03-31-2020,57.0,0.0,0.0
Jordan,03-31-2020,274.0,5.0,1.824817518248175
Taiwan*,03-31-2020,322.0,5.0,1.5527950310559007
North Macedonia,03-31-2020,329.0,9.0,2.735562310030395
Uruguay,03-31-2020,338.0,1.0,0.2958579881656805
Kazakhstan,03-31-2020,343.0,2.0,0.5830903790087464
Azerbaijan,03-31-2020,298.0,5.0,1.6778523489932886
Gabon,04-01-2020,18.0,1.0,5.555555555555555
Haiti,04-01-2020,16.0,0.0,0.0
Equatorial Guinea,04-01-2020,15.0,0.0,0.0
Burma,04-01-2020,15.0,1.0,6.666666666666667
Eritrea,04-01-2020,15.0,0.0,0.0
Mongolia,04-01-2020,14.0,0.0,0.0
Bangladesh,04-01-2020,54.0,6.0,11.11111111111111
Saint Lucia,04-01-2020,13.0,0.0,0.0
Benin,04-01-2020,13.0,0.0,0.0
Dominica,04-01-2020,12.0,0.0,0.0
Maldives,04-01-2020,19.0,0.0,0.0
Syria,04-01-2020,10.0,2.0,20.0
Namibia,04-01-2020,14.0,0.0,0.0
Guyana,04-01-2020,19.0,2.0,10.526315789473683
Uganda,04-01-2020,44.0,0.0,0.0
Tanzania,04-01-2020,20.0,1.0,5.0
Bahamas,04-01-2020,21.0,1.0,4.761904761904762
Ethiopia,04-01-2020,29.0,0.0,0.0
Guinea,04-01-2020,30.0,0.0,0.0
Mali,04-01-2020,31.0,3.0,9.67741935483871
El Salvador,04-01-2020,32.0,1.0,3.125
Djibouti,04-01-2020,33.0,0.0,0.0
Barbados,04-01-2020,34.0,0.0,0.0
Togo,04-01-2020,36.0,2.0,5.555555555555555
Zambia,04-01-2020,36.0,0.0,0.0
Guatemala,04-01-2020,39.0,1.0,2.564102564102564
Jamaica,04-01-2020,44.0,3.0,6.8181818181818175
Seychelles,04-01-2020,10.0,0.0,0.0
Congo (Brazzaville),04-01-2020,19.0,0.0,0.0
Laos,04-01-2020,10.0,0.0,0.0
Timor-Leste,04-01-2020,1.0,0.0,0.0
Mozambique,04-01-2020,10.0,0.0,0.0
Monaco,04-01-2020,55.0,1.0,1.8181818181818181
Papua New Guinea,04-01-2020,1.0,0.0,0.0
Saint Vincent and the Grenadines,04-01-2020,1.0,0.0,0.0
Sierra Leone,04-01-2020,2.0,0.0,0.0
Burundi,04-01-2020,2.0,0.0,0.0
Central African Republic,04-01-2020,3.0,0.0,0.0
Belize,04-01-2020,3.0,0.0,0.0
Gambia,04-01-2020,4.0,1.0,25.0
Botswana,04-01-2020,4.0,1.0,25.0
Bhutan,04-01-2020,4.0,0.0,0.0
Somalia,04-01-2020,5.0,0.0,0.0
Fiji,04-01-2020,5.0,0.0,0.0
Nepal,04-01-2020,5.0,0.0,0.0
Suriname,04-01-2020,10.0,0.0,0.0
Nicaragua,04-01-2020,5.0,1.0,20.0
Holy See,04-01-2020,6.0,0.0,0.0
Liberia,04-01-2020,6.0,0.0,0.0
Cabo Verde,04-01-2020,6.0,1.0,16.666666666666664
Chad,04-01-2020,7.0,0.0,0.0
Antigua and Barbuda,04-01-2020,7.0,0.0,0.0
Sudan,04-01-2020,7.0,2.0,28.57142857142857
Saint Kitts and Nevis,04-01-2020,8.0,0.0,0.0
Angola,04-01-2020,8.0,2.0,25.0
Zimbabwe,04-01-2020,8.0,1.0,12.5
Guinea-Bissau,04-01-2020,9.0,0.0,0.0
Grenada,04-01-2020,9.0,0.0,0.0
MS Zaandam,04-01-2020,9.0,2.0,22.22222222222222
Eswatini,04-01-2020,9.0,0.0,0.0
Mauritania,04-01-2020,6.0,1.0,16.666666666666664
Madagascar,04-01-2020,57.0,0.0,0.0
Libya,04-01-2020,10.0,0.0,0.0
Paraguay,04-01-2020,69.0,3.0,4.3478260869565215
Luxembourg,04-01-2020,2319.0,29.0,1.250539025442001
Philippines,04-01-2020,2311.0,96.0,4.154045867589788
Japan,04-01-2020,2178.0,57.0,2.6170798898071626
Pakistan,04-01-2020,2118.0,27.0,1.2747875354107647
India,04-01-2020,1998.0,58.0,2.902902902902903
Thailand,04-01-2020,1771.0,12.0,0.6775832862789385
Saudi Arabia,04-01-2020,1720.0,16.0,0.9302325581395349
Indonesia,04-01-2020,1677.0,157.0,9.36195587358378
Finland,04-01-2020,1446.0,17.0,1.1756569847856155
Greece,04-01-2020,1415.0,50.0,3.53356890459364
South Africa,04-01-2020,1380.0,5.0,0.36231884057971014
Peru,04-01-2020,1323.0,38.0,2.872260015117158
Romania,04-01-2020,2460.0,92.0,3.7398373983739837
Dominican Republic,04-01-2020,1284.0,57.0,4.439252336448598
Mexico,04-01-2020,1215.0,29.0,2.386831275720165
Panama,04-01-2020,1181.0,30.0,2.5402201524132093
Colombia,04-01-2020,1065.0,17.0,1.5962441314553992
Serbia,04-01-2020,1060.0,28.0,2.6415094339622645
Argentina,04-01-2020,1054.0,28.0,2.6565464895635675
Singapore,04-01-2020,1000.0,3.0,0.3
Croatia,04-01-2020,963.0,6.0,0.6230529595015576
Algeria,04-01-2020,847.0,58.0,6.8476977567886665
Slovenia,04-01-2020,841.0,15.0,1.78359096313912
Qatar,04-01-2020,835.0,2.0,0.23952095808383234
United Arab Emirates,04-01-2020,814.0,8.0,0.9828009828009828
Ukraine,04-01-2020,794.0,20.0,2.518891687657431
Iceland,04-01-2020,1220.0,2.0,0.16393442622950818
Estonia,04-01-2020,779.0,5.0,0.6418485237483954
Ecuador,04-01-2020,2748.0,93.0,3.384279475982533
Malaysia,04-01-2020,2908.0,45.0,1.547455295735901
Liechtenstein,04-01-2020,68.0,0.0,0.0
US,04-01-2020,213372.0,4757.0,2.229439664060889
Italy,04-01-2020,110574.0,13155.0,11.897010147050842
Spain,04-01-2020,104118.0,9387.0,9.015732150060508
China,04-01-2020,82361.0,3316.0,4.026177438350675
Germany,04-01-2020,77872.0,920.0,1.1814259297308405
France,04-01-2020,57749.0,4043.0,7.000987030078443
Iran,04-01-2020,47593.0,3036.0,6.379089361880949
United Kingdom,04-01-2020,29865.0,2357.0,7.892181483341703
Switzerland,04-01-2020,17768.0,488.0,2.746510580819451
Turkey,04-01-2020,15679.0,277.0,1.7666943044837045
Belgium,04-01-2020,13964.0,828.0,5.929533085075909
Russia,04-01-2020,2777.0,24.0,0.8642419877565718
Netherlands,04-01-2020,13696.0,1175.0,8.579147196261683
"Korea, South",04-01-2020,9887.0,165.0,1.6688580964903408
Canada,04-01-2020,9560.0,109.0,1.1401673640167365
Portugal,04-01-2020,8251.0,187.0,2.2663919524906073
Brazil,04-01-2020,6836.0,240.0,3.510825043885313
Israel,04-01-2020,6092.0,26.0,0.4267892317793828
Sweden,04-01-2020,4947.0,239.0,4.831210834849404
Norway,04-01-2020,4863.0,44.0,0.9047912811022003
Australia,04-01-2020,4862.0,20.0,0.4113533525298231
Czechia,04-01-2020,3508.0,39.0,1.1117445838084379
Ireland,04-01-2020,3447.0,85.0,2.465912387583406
Denmark,04-01-2020,3290.0,104.0,3.1610942249240126
Chile,04-01-2020,3031.0,16.0,0.5278785879247773
Austria,04-01-2020,10711.0,146.0,1.3630846793016524
Egypt,04-01-2020,779.0,52.0,6.675224646983311
Poland,04-01-2020,2554.0,43.0,1.6836335160532498
Diamond Princess,04-01-2020,712.0,11.0,1.544943820224719
Cuba,04-01-2020,212.0,6.0,2.8301886792452833
